domain1_score,essay_set,words_count,sentence_count,avg_sentence_length,total_spelling_errors,total_sentence_errors
1,4,44,2,22,1,12
1,4,45,3,15,1,0
2,4,69,3,23,4,9
2,4,90,6,15,3,34
0,4,59,2,29,0,33
0,4,28,1,28,0,29
0,4,29,1,29,0,11
3,4,124,7,17,3,15
2,4,76,5,15,3,29
2,4,114,5,22,3,6
2,4,192,8,24,11,29
1,4,107,4,26,4,34
3,4,182,9,20,3,26
1,4,43,3,14,3,8
0,4,32,2,16,0,7
1,4,137,11,12,13,31
1,4,193,9,21,27,27
2,4,131,4,32,35,9
1,4,68,3,22,2,0
1,4,77,4,19,4,7
2,4,102,6,17,4,6
0,4,31,3,10,1,17
1,4,92,4,23,0,21
3,4,126,6,21,10,9
1,4,65,2,32,1,24
0,4,62,3,20,4,18
2,4,238,11,21,4,25
1,4,67,2,33,5,29
2,4,119,7,17,3,2
1,4,59,6,9,2,20
1,4,51,1,51,6,22
1,4,63,1,63,2,21
2,4,200,7,28,12,28
2,4,140,4,35,6,31
2,4,61,3,20,2,5
3,4,139,8,17,3,8
0,4,6,1,6,1,17
2,4,133,6,22,3,21
0,4,42,2,21,3,4
2,4,154,8,19,7,18
0,4,25,1,25,0,30
1,4,44,3,14,4,15
0,4,105,1,105,0,28
2,4,128,9,14,7,0
2,4,91,6,15,6,7
1,4,28,1,28,3,3
0,4,71,3,23,2,4
2,4,92,4,23,3,19
0,4,45,2,22,2,21
0,4,25,1,25,0,30
2,4,116,5,23,3,9
2,4,112,6,18,4,2
1,4,71,4,17,3,23
2,4,80,4,20,3,4
2,4,86,7,12,4,4
2,4,151,7,21,28,9
2,4,86,4,21,1,8
2,4,133,6,22,4,18
2,4,140,8,17,6,1
0,4,80,6,13,5,18
1,4,100,5,20,4,25
1,4,34,2,17,0,20
0,4,83,4,20,4,26
3,4,215,10,21,12,12
1,4,80,5,16,7,22
3,4,208,13,16,13,9
1,4,73,3,24,3,9
1,4,51,2,25,2,19
0,4,76,2,38,0,28
1,4,73,3,24,4,29
1,4,56,4,14,3,7
2,4,71,2,35,3,30
2,4,93,6,15,3,15
3,4,108,5,21,3,27
1,4,55,4,13,5,16
3,4,151,8,18,6,3
2,4,49,3,16,2,26
2,4,145,3,48,13,13
0,4,23,1,23,0,6
1,4,89,5,17,8,23
2,4,153,5,30,3,14
1,4,44,3,14,0,22
1,4,37,1,37,0,16
1,4,49,1,49,1,9
3,4,135,8,16,24,16
1,4,75,1,75,2,9
0,4,141,3,47,0,11
0,4,39,1,39,0,13
2,4,113,2,56,4,18
2,4,99,4,24,4,0
0,4,46,2,23,2,10
3,4,88,4,22,1,0
1,4,22,1,22,0,13
1,4,62,4,15,1,8
0,4,21,2,10,1,24
0,4,63,3,21,0,20
1,4,39,3,13,0,16
2,4,103,4,25,4,31
1,4,78,5,15,1,2
1,4,73,4,18,0,2
3,4,156,7,22,9,17
3,4,130,9,14,6,22
2,4,108,8,13,4,6
2,4,117,6,19,6,33
1,4,70,1,70,5,23
2,4,77,2,38,0,4
2,4,149,8,18,17,17
1,4,82,7,11,4,4
3,4,220,7,31,9,23
2,4,116,7,16,1,11
1,4,95,3,31,1,13
2,4,100,5,20,2,14
3,4,136,7,19,2,17
1,4,67,3,22,0,32
0,4,83,3,27,0,25
0,4,45,2,22,1,3
1,4,64,1,64,4,31
3,4,171,8,21,7,19
0,4,29,1,29,1,9
3,4,149,6,24,7,8
2,4,116,4,29,1,24
3,4,175,6,29,10,15
1,4,71,4,17,2,31
2,4,95,5,19,2,10
2,4,164,7,23,8,27
1,4,67,3,22,2,26
2,4,96,6,16,5,25
0,4,26,2,13,3,21
2,4,134,6,22,4,33
0,4,60,1,60,1,12
1,4,56,4,14,0,23
0,4,20,1,20,1,32
0,4,34,1,34,1,31
0,4,37,2,18,0,31
2,4,56,4,14,2,25
1,4,36,3,12,0,26
1,4,23,1,23,0,7
2,4,91,4,22,5,7
2,4,110,10,11,1,11
2,4,136,7,19,2,29
2,4,90,5,18,5,26
0,4,69,2,34,2,14
0,4,73,2,36,2,9
1,4,65,4,16,5,25
3,4,237,20,11,13,10
2,4,145,10,14,4,27
1,4,103,8,12,2,29
2,4,103,6,17,8,1
2,4,102,4,25,6,8
1,4,50,2,25,3,25
2,4,106,5,21,2,28
0,4,58,2,29,3,16
1,4,51,3,17,6,28
2,4,151,5,30,2,26
1,4,86,7,12,4,15
1,4,51,5,10,5,2
2,4,143,8,17,5,27
3,4,209,9,23,18,0
3,4,157,4,39,11,10
0,4,136,6,22,3,12
2,4,124,5,24,4,7
1,4,51,3,17,0,15
0,4,29,2,14,0,23
2,4,178,9,19,6,6
1,4,18,1,18,1,21
2,4,116,7,16,2,27
1,4,88,5,17,6,19
2,4,130,4,32,2,4
3,4,238,11,21,12,7
2,4,124,9,13,4,34
1,4,40,2,20,3,5
0,4,88,6,14,3,0
2,4,133,7,19,23,1
1,4,47,2,23,3,23
3,4,175,10,17,7,14
3,4,155,7,22,12,27
0,4,39,2,19,4,22
2,4,214,8,26,2,11
2,4,124,8,15,1,21
0,4,106,6,17,4,3
2,4,124,8,15,6,10
2,4,116,6,19,5,24
0,4,65,2,32,3,34
1,4,52,3,17,1,30
1,4,42,1,42,0,12
1,4,47,2,23,0,22
2,4,93,5,18,8,23
0,4,19,1,19,1,11
2,4,84,5,16,2,6
1,4,62,3,20,1,19
2,4,74,3,24,0,4
2,4,61,4,15,6,5
2,4,94,5,18,4,12
2,4,139,8,17,9,15
0,4,113,8,14,0,10
2,4,90,5,18,5,28
0,4,40,1,40,2,24
1,4,122,10,12,4,8
3,4,158,10,15,3,32
1,4,102,6,17,8,19
2,4,107,4,26,4,9
1,4,88,5,17,5,8
0,4,180,7,25,15,31
0,4,17,1,17,0,10
1,4,72,4,18,1,22
0,4,44,4,11,8,21
1,4,87,1,87,2,7
1,4,53,2,26,0,3
2,4,110,6,18,5,12
3,4,117,5,23,5,12
2,4,187,9,20,4,9
1,4,82,4,20,2,8
1,4,52,2,26,1,4
2,4,92,4,23,0,28
0,4,20,1,20,1,11
1,4,35,3,11,0,23
1,4,82,3,27,1,21
2,4,142,6,23,3,14
1,4,31,1,31,2,32
3,4,269,13,20,7,30
3,4,193,9,21,6,9
2,4,165,10,16,10,2
1,4,79,3,26,0,34
3,4,228,10,22,8,12
1,4,73,3,24,3,7
1,4,62,3,20,2,15
1,4,57,6,9,0,9
0,4,40,2,20,1,14
0,4,38,2,19,3,9
1,4,46,3,15,1,4
1,4,41,2,20,2,13
2,4,126,4,31,19,14
2,4,131,8,16,14,7
1,4,75,4,18,4,9
1,4,64,2,32,2,9
1,4,65,4,16,1,34
1,4,79,6,13,4,10
1,4,48,2,24,1,18
2,4,87,2,43,3,32
0,4,57,3,19,3,9
0,4,37,1,37,4,30
1,4,28,1,28,0,19
1,4,23,1,23,1,27
1,4,71,1,71,0,18
0,4,62,3,20,2,2
0,4,23,1,23,1,27
1,4,26,1,26,10,29
2,4,123,7,17,4,30
2,4,130,7,18,5,33
2,4,167,9,18,5,19
1,4,57,4,14,2,6
2,4,78,4,19,4,15
0,4,24,1,24,0,5
1,4,177,11,16,12,10
2,4,172,10,17,0,34
0,4,16,1,16,1,10
2,4,143,6,23,11,3
2,4,193,8,24,2,25
3,4,184,12,15,4,27
2,4,115,8,14,10,10
2,4,125,8,15,5,20
1,4,60,2,30,0,15
1,4,90,6,15,4,29
2,4,110,7,15,8,30
3,4,128,5,25,4,0
0,4,53,2,26,6,30
2,4,161,6,26,4,14
1,4,106,4,26,6,14
1,4,140,7,20,40,32
1,4,60,3,20,3,34
1,4,46,3,15,1,27
2,4,87,6,14,5,28
3,4,94,5,18,4,20
3,4,168,8,21,10,18
1,4,104,4,26,4,30
2,4,138,6,23,5,7
3,4,241,12,20,8,14
0,4,77,6,12,1,21
1,4,92,4,23,4,16
2,4,117,6,19,6,29
2,4,75,2,37,2,30
1,4,53,4,13,1,21
2,4,111,6,18,3,12
2,4,116,6,19,1,21
1,4,37,1,37,0,2
0,4,84,2,42,3,9
1,4,87,3,29,18,15
2,4,200,9,22,10,30
2,4,154,6,25,10,22
2,4,75,4,18,5,7
3,4,165,8,20,4,23
1,4,60,3,20,0,2
3,4,134,7,19,5,12
3,4,161,7,23,8,29
1,4,81,3,27,3,3
1,4,130,6,21,11,20
0,4,35,2,17,4,18
2,4,72,6,12,6,19
1,4,50,2,25,0,27
3,4,98,6,16,2,4
1,4,107,5,21,1,29
1,4,60,4,15,4,16
2,4,100,4,25,3,12
2,4,128,6,21,2,28
1,4,243,12,20,10,15
1,4,10,1,10,0,28
1,4,63,1,63,0,5
1,4,143,7,20,4,0
2,4,56,4,14,3,28
2,4,213,11,19,5,30
2,4,100,4,25,6,7
2,4,149,11,13,9,15
0,4,68,4,17,0,28
2,4,81,5,16,4,7
1,4,60,4,15,2,23
2,4,74,3,24,1,23
2,4,158,10,15,5,32
1,4,72,3,24,2,6
0,4,15,1,15,0,5
1,4,61,2,30,1,19
2,4,114,6,19,11,16
1,4,53,1,53,2,25
1,4,63,4,15,3,9
0,4,164,9,18,2,1
1,4,23,1,23,0,23
1,4,43,3,14,1,19
2,4,90,6,15,7,24
1,4,35,2,17,1,5
1,4,47,3,15,0,2
2,4,129,6,21,5,14
2,4,91,4,22,1,3
1,4,105,6,17,7,6
3,4,146,7,20,5,12
2,4,155,12,12,3,14
1,4,55,3,18,1,19
1,4,65,4,16,3,26
2,4,85,3,28,0,7
2,4,97,6,16,4,14
2,4,133,5,26,7,4
1,4,73,5,14,0,17
3,4,164,9,18,6,4
2,4,100,4,25,2,26
1,4,48,3,16,0,1
2,4,128,8,16,0,17
2,4,85,4,21,1,17
2,4,89,7,12,3,30
1,4,76,2,38,2,11
2,4,93,6,15,4,1
2,4,118,5,23,11,12
0,4,73,4,18,2,2
2,4,112,7,16,1,23
1,4,28,1,28,1,22
1,4,93,5,18,4,32
1,4,55,2,27,0,7
2,4,86,5,17,3,16
1,4,59,4,14,0,14
0,4,25,1,25,1,5
1,4,36,2,18,1,19
1,4,108,5,21,5,33
1,4,115,2,57,2,27
3,4,163,6,27,4,31
2,4,120,5,24,2,9
2,4,132,5,26,3,9
1,4,54,4,13,2,26
1,4,45,2,22,1,0
2,4,123,7,17,10,2
1,4,72,3,24,5,1
2,4,178,4,44,7,18
2,4,138,5,27,39,14
3,4,112,8,14,5,20
3,4,274,6,45,78,17
3,4,142,8,17,6,23
1,4,75,5,15,2,6
2,4,97,4,24,1,15
0,4,20,1,20,2,4
1,4,141,6,23,9,8
1,4,129,7,18,3,5
2,4,148,6,24,4,23
3,4,255,12,21,10,9
3,4,150,8,18,8,28
2,4,99,4,24,8,34
2,4,133,5,26,1,6
3,4,191,10,19,12,12
0,4,50,3,16,4,30
1,4,71,4,17,2,29
2,4,81,3,27,4,11
0,4,14,1,14,4,27
2,4,122,4,30,3,22
1,4,59,4,14,1,31
0,4,56,3,18,0,19
3,4,153,2,76,17,22
1,4,50,2,25,4,24
2,4,117,6,19,4,14
2,4,75,2,37,0,19
1,4,64,6,10,2,28
2,4,95,5,19,4,7
3,4,162,8,20,6,9
1,4,81,4,20,5,12
1,4,86,4,21,3,3
1,4,82,4,20,4,16
1,4,59,1,59,0,29
2,4,142,8,17,13,28
1,4,61,6,10,2,0
1,4,34,1,34,0,32
2,4,107,5,21,1,3
3,4,133,8,16,2,7
0,4,43,2,21,1,23
1,4,25,1,25,0,9
2,4,120,5,24,5,6
2,4,183,11,16,10,29
3,4,116,8,14,7,28
0,4,23,1,23,0,0
1,4,51,4,12,0,33
1,4,84,3,28,6,4
2,4,136,12,11,7,3
1,4,25,1,25,0,33
0,4,52,3,17,1,30
2,4,95,6,15,0,16
1,4,57,3,19,3,3
3,4,5,1,5,0,20
0,4,37,2,18,6,33
2,4,145,8,18,10,26
3,4,144,4,36,5,23
2,4,75,6,12,0,30
2,4,186,8,23,4,0
1,4,27,1,27,1,20
1,4,39,3,13,1,9
2,4,110,5,22,4,7
1,4,29,1,29,0,16
2,4,103,3,34,5,16
1,4,113,4,28,7,29
1,4,97,7,13,0,33
1,4,69,2,34,0,6
2,4,126,4,31,9,11
0,4,47,2,23,4,20
1,4,54,3,18,1,22
0,4,66,3,22,0,6
1,4,64,4,16,2,14
1,4,73,5,14,0,18
1,4,45,6,7,1,22
1,4,108,5,21,8,23
1,4,69,3,23,1,13
2,4,115,3,38,4,22
2,4,75,3,25,3,30
1,4,44,3,14,3,4
1,4,62,4,15,0,10
1,4,55,2,27,17,3
2,4,81,1,81,7,11
2,4,85,5,17,3,5
1,4,106,5,21,6,4
2,4,125,5,25,2,12
1,4,33,2,16,2,9
2,4,154,3,51,3,4
2,4,180,9,20,7,3
1,4,34,2,17,0,28
2,4,108,6,18,6,8
2,4,105,5,21,4,29
1,4,98,3,32,2,26
2,4,145,5,29,4,10
1,4,118,8,14,7,0
3,4,174,9,19,6,13
2,4,116,7,16,7,22
0,4,24,1,24,1,1
3,4,166,9,18,6,32
0,4,54,5,10,3,30
0,4,20,2,10,0,14
3,4,170,13,13,7,8
1,4,47,2,23,2,6
3,4,111,7,15,8,33
2,4,89,5,17,7,14
1,4,56,3,18,1,4
0,4,51,6,8,5,30
1,4,39,2,19,0,21
1,4,60,4,15,1,20
2,4,182,3,60,4,20
1,4,102,6,17,2,10
3,4,144,5,28,1,8
3,4,164,10,16,8,10
1,4,83,5,16,3,12
1,4,62,1,62,1,24
1,4,24,1,24,1,13
2,4,128,8,16,3,23
1,4,95,7,13,1,33
2,4,118,5,23,6,27
2,4,142,8,17,4,30
0,4,60,6,10,2,25
3,4,167,9,18,9,4
2,4,108,6,18,1,6
2,4,112,4,28,0,34
2,4,73,5,14,1,34
1,4,56,2,28,0,2
3,4,172,6,28,6,26
0,4,95,3,31,8,30
0,4,36,3,12,6,5
1,4,72,4,18,4,13
1,4,75,5,15,0,26
1,4,69,4,17,3,6
1,4,84,7,12,5,6
2,4,80,4,20,3,15
1,4,75,2,37,1,26
1,4,118,3,39,23,31
2,4,181,11,16,5,17
2,4,134,8,16,5,11
2,4,102,6,17,6,7
0,4,64,3,21,4,31
1,4,86,3,28,3,21
2,4,140,8,17,7,27
3,4,97,7,13,3,1
1,4,47,4,11,0,16
1,4,100,4,25,0,18
2,4,116,2,58,29,8
2,4,103,5,20,6,6
2,4,150,5,30,5,19
3,4,150,8,18,6,19
1,4,90,5,18,1,25
0,4,62,3,20,0,7
3,4,237,9,26,10,6
2,4,137,6,22,9,19
2,4,118,7,16,8,8
0,4,58,4,14,3,15
1,4,44,6,7,0,20
1,4,106,9,11,6,24
0,4,71,1,71,0,9
0,4,42,2,21,3,27
2,4,134,11,12,11,30
3,4,142,6,23,14,13
0,4,12,1,12,1,19
0,4,25,2,12,1,21
2,4,82,4,20,0,18
1,4,46,3,15,0,8
3,4,182,6,30,11,32
2,4,99,7,14,2,34
2,4,186,10,18,8,14
1,4,63,5,12,0,22
0,4,32,1,32,1,10
3,4,202,7,28,13,30
1,4,28,2,14,1,9
2,4,124,6,20,5,12
1,4,37,2,18,4,27
1,4,107,5,21,7,26
3,4,123,5,24,5,22
0,4,44,2,22,3,30
1,4,101,6,16,3,6
1,4,67,4,16,1,32
2,4,144,7,20,0,28
0,4,13,1,13,0,29
1,4,48,1,48,1,14
0,4,75,3,25,2,29
3,4,140,6,23,6,29
0,4,22,2,11,0,31
1,4,2,1,2,0,13
2,4,137,6,22,3,27
2,4,136,9,15,4,10
3,4,214,10,21,6,22
1,4,112,6,18,3,12
2,4,82,2,41,1,4
1,4,57,1,57,1,3
1,4,72,1,72,0,24
1,4,82,5,16,7,22
1,4,60,3,20,4,14
1,4,43,3,14,1,8
2,4,96,5,19,4,9
2,4,183,15,12,0,30
0,4,45,1,45,1,30
2,4,89,5,17,5,18
2,4,123,8,15,3,5
0,4,57,2,28,1,19
0,4,66,3,22,2,1
1,4,36,1,36,0,5
2,4,98,4,24,7,25
1,4,80,2,40,1,4
1,4,24,3,8,0,29
1,4,56,3,18,0,32
1,4,68,3,22,0,31
3,4,150,3,50,7,7
2,4,92,7,13,11,17
2,4,119,7,17,3,30
1,4,81,4,20,1,18
1,4,61,2,30,2,27
0,4,13,1,13,1,15
2,4,137,8,17,6,34
3,4,146,4,36,2,4
1,4,46,3,15,0,15
2,4,141,7,20,2,22
0,4,54,1,54,0,22
1,4,46,2,23,1,10
2,4,100,4,25,2,28
1,4,65,3,21,3,3
2,4,83,5,16,2,6
3,4,159,6,26,8,21
0,4,56,5,11,0,9
0,4,68,3,22,4,1
3,4,166,9,18,13,4
1,4,17,1,17,1,0
0,4,77,5,15,6,21
1,4,72,4,18,0,19
2,4,111,4,27,6,8
2,4,107,3,35,2,25
0,4,67,3,22,0,26
2,4,120,6,20,3,31
1,4,40,1,40,0,2
1,4,116,7,16,3,9
1,4,81,3,27,4,0
3,4,131,7,18,6,6
1,4,49,2,24,5,26
1,4,49,2,24,0,8
3,4,17,1,17,0,32
1,4,191,4,47,4,5
1,4,97,3,32,2,5
2,4,127,6,21,4,17
0,4,45,2,22,3,1
0,4,14,1,14,0,5
2,4,144,6,24,7,27
1,4,35,2,17,0,33
2,4,108,3,36,9,10
3,4,247,11,22,13,15
2,4,149,6,24,8,24
3,4,184,6,30,10,29
1,4,40,1,40,0,23
1,4,25,1,25,1,12
0,4,47,4,11,3,1
2,4,105,6,17,1,10
1,4,33,2,16,0,6
1,4,62,2,31,2,3
2,4,132,11,12,7,10
1,4,66,2,33,2,7
0,4,33,2,16,0,20
2,4,108,5,21,12,28
1,4,104,3,34,7,23
1,4,80,7,11,2,31
0,4,130,4,32,6,8
2,4,94,6,15,3,24
0,4,180,12,15,8,30
3,4,165,9,18,4,34
1,4,91,4,22,1,29
1,4,61,3,20,3,33
1,4,83,3,27,4,14
2,4,156,8,19,3,21
0,4,48,4,12,0,24
3,4,168,7,24,5,10
3,4,182,10,18,7,25
3,4,205,11,18,4,21
2,4,152,9,16,6,10
0,4,51,5,10,3,19
2,4,107,4,26,8,4
1,4,92,3,30,0,27
2,4,136,7,19,4,21
2,4,111,6,18,4,8
2,4,86,4,21,3,11
1,4,87,3,29,4,13
3,4,257,11,23,8,22
1,4,112,7,16,3,8
1,4,46,1,46,5,10
1,4,93,3,31,8,31
2,4,131,10,13,0,16
0,4,41,1,41,2,24
1,4,47,2,23,1,10
3,4,187,7,26,13,16
0,4,147,5,29,5,0
1,4,77,3,25,2,1
0,4,28,1,28,1,19
1,4,74,5,14,2,25
1,4,30,2,15,1,25
1,4,54,3,18,0,12
1,4,106,5,21,6,32
0,4,54,3,18,1,1
1,4,65,4,16,2,17
2,4,85,4,21,0,27
0,4,14,1,14,0,13
2,4,95,6,15,0,22
3,4,149,6,24,6,13
2,4,94,6,15,3,16
0,4,39,2,19,1,27
1,4,48,3,16,1,16
0,4,83,3,27,0,31
0,4,27,2,13,0,18
3,4,357,20,17,11,26
1,4,138,6,23,2,29
1,4,52,3,17,1,4
1,4,125,6,20,4,5
0,4,10,1,10,0,24
3,4,207,8,25,9,1
1,4,60,3,20,1,9
3,4,135,11,12,6,29
2,4,204,3,68,8,24
3,4,117,6,19,6,8
0,4,78,2,39,1,18
0,4,30,2,15,8,17
3,4,219,10,21,9,20
1,4,27,1,27,0,21
2,4,99,7,14,3,19
3,4,112,3,37,1,8
1,4,54,4,13,1,11
2,4,69,4,17,2,21
1,4,37,2,18,13,10
1,4,165,12,13,9,28
2,4,104,3,34,11,3
1,4,31,2,15,1,5
2,4,59,2,29,2,0
2,4,150,4,37,5,33
2,4,153,7,21,12,3
2,4,98,5,19,5,26
2,4,127,6,21,2,34
1,4,106,7,15,4,25
3,4,198,11,18,2,32
3,4,107,6,17,2,31
2,4,85,4,21,1,5
3,4,198,12,16,9,12
1,4,23,1,23,0,17
2,4,116,6,19,3,21
2,4,124,7,17,2,20
0,4,59,1,59,1,11
1,4,50,2,25,3,27
2,4,104,5,20,3,34
1,4,77,3,25,3,30
0,4,28,2,14,0,10
2,4,117,4,29,7,5
2,4,52,2,26,0,10
1,4,89,2,44,3,21
2,4,120,4,30,6,8
2,4,66,6,11,1,17
1,4,55,3,18,1,27
0,4,73,1,73,2,14
1,4,41,3,13,1,17
0,4,34,3,11,0,27
2,4,157,8,19,3,27
1,4,61,3,20,2,14
0,4,64,2,32,1,27
2,4,162,7,23,5,25
0,4,46,5,9,3,29
1,4,95,4,23,2,20
3,4,207,9,23,2,25
2,4,115,6,19,6,12
0,4,126,9,14,2,10
2,4,122,6,20,2,29
2,4,109,4,27,7,27
3,4,232,9,25,12,16
1,4,102,4,25,3,5
2,4,114,7,16,7,30
1,4,79,3,26,3,34
0,4,40,1,40,1,17
1,4,127,5,25,6,33
0,4,49,2,24,2,16
1,4,43,4,10,0,0
2,4,90,5,18,3,28
2,4,140,3,46,0,9
0,4,56,2,28,1,31
3,4,173,10,17,8,2
2,4,121,4,30,3,19
0,4,49,3,16,5,9
3,4,163,9,18,8,26
2,4,185,9,20,4,18
3,4,148,10,14,12,2
0,4,45,2,22,1,31
2,4,115,5,23,1,27
3,4,176,9,19,22,3
1,4,44,3,14,0,15
0,4,62,1,62,3,25
3,4,234,6,39,10,32
1,4,58,4,14,1,3
1,4,24,1,24,3,4
2,4,124,4,31,2,1
2,4,149,5,29,5,34
0,4,189,7,27,1,8
1,4,76,5,15,1,8
1,4,69,2,34,2,7
2,4,106,5,21,2,0
1,4,28,1,28,0,6
2,4,135,7,19,8,17
0,4,64,1,64,2,21
2,4,102,5,20,1,4
2,4,87,6,14,5,28
1,4,68,3,22,2,17
1,4,84,3,28,0,19
2,4,74,3,24,5,12
3,4,178,4,44,14,34
2,4,109,6,18,8,26
1,4,32,3,10,3,23
1,4,45,1,45,1,20
0,4,29,1,29,0,14
1,4,42,2,21,3,29
1,4,41,2,20,0,33
1,4,90,5,18,5,28
3,4,159,9,17,3,9
2,4,125,9,13,6,18
0,4,44,2,22,0,29
2,4,132,5,26,5,14
1,4,51,3,17,1,29
0,4,58,1,58,8,31
1,4,38,1,38,0,34
3,4,225,8,28,15,9
1,4,83,3,27,5,0
1,4,63,4,15,0,12
1,4,92,6,15,2,21
1,4,93,2,46,3,12
0,4,40,1,40,0,10
2,4,69,5,13,10,22
2,4,81,5,16,0,3
2,4,152,9,16,7,18
0,4,13,1,13,1,0
1,4,57,1,57,1,16
0,4,40,2,20,4,10
0,4,32,2,16,2,18
0,4,38,2,19,0,18
2,4,242,7,34,6,26
3,4,173,14,12,6,18
1,4,119,6,19,4,25
1,4,37,2,18,2,29
1,4,66,3,22,2,11
0,4,39,3,13,0,31
1,4,95,5,19,1,23
3,4,160,8,20,5,21
3,4,274,14,19,23,18
2,4,109,5,21,1,6
2,4,132,6,22,8,14
0,4,30,3,10,1,25
0,4,51,2,25,2,14
3,4,202,13,15,5,26
2,4,148,11,13,11,1
1,4,72,4,18,1,13
2,4,93,2,46,14,8
1,4,77,3,25,4,23
2,4,131,7,18,8,8
2,4,125,6,20,8,22
2,4,155,6,25,8,24
2,4,112,5,22,5,17
2,4,84,4,21,4,16
2,4,135,6,22,5,29
3,4,146,8,18,6,9
0,4,48,1,48,2,11
2,4,106,5,21,4,11
3,4,142,5,28,2,24
0,4,10,1,10,0,34
2,4,141,4,35,2,19
1,4,55,2,27,4,27
0,4,183,9,20,4,31
0,4,57,2,28,5,15
2,4,65,5,13,2,31
2,4,81,5,16,0,17
1,4,128,4,32,2,32
3,4,151,5,30,4,1
1,4,96,4,24,3,4
1,4,95,6,15,1,20
1,4,60,3,20,2,22
0,4,38,2,19,2,29
3,4,147,7,21,5,25
1,4,48,2,24,0,29
1,4,64,1,64,0,32
0,4,47,2,23,1,18
2,4,154,11,14,0,10
2,4,124,5,24,2,32
1,4,97,5,19,7,23
3,4,203,10,20,13,29
1,4,29,1,29,1,7
2,4,138,7,19,5,21
3,4,147,6,24,5,8
1,4,63,2,31,3,18
1,4,84,4,21,5,25
0,4,46,3,15,4,26
0,4,34,1,34,0,23
0,4,54,2,27,2,10
1,4,94,3,31,8,28
1,4,68,4,17,8,33
1,4,59,4,14,7,34
1,4,76,5,15,4,16
2,4,116,5,23,3,28
2,4,165,11,15,8,12
3,4,180,8,22,5,24
3,4,147,9,16,2,30
0,4,135,7,19,20,18
3,4,169,9,18,12,12
2,4,194,6,32,5,1
2,4,94,2,47,5,30
1,4,49,3,16,2,25
3,4,190,8,23,10,34
0,4,27,2,13,1,9
0,4,79,2,39,5,21
1,4,56,6,9,5,20
0,4,13,1,13,0,9
2,4,71,3,23,1,8
1,4,50,2,25,3,19
1,4,94,5,18,5,21
2,4,176,7,25,9,21
2,4,131,4,32,31,5
1,4,106,5,21,0,28
3,4,174,11,15,0,33
1,4,59,3,19,1,21
1,4,59,4,14,1,7
1,4,33,3,11,0,21
1,4,37,2,18,3,9
1,4,71,3,23,2,32
2,4,128,5,25,12,27
1,4,60,2,30,2,30
1,4,71,2,35,4,8
0,4,81,3,27,6,1
0,4,41,2,20,1,14
1,4,44,3,14,6,10
3,4,142,6,23,5,28
2,4,211,7,30,59,30
1,4,99,3,33,4,8
0,4,63,1,63,5,22
2,4,105,9,11,7,2
0,4,43,2,21,0,29
2,4,133,9,14,4,17
0,4,156,9,17,6,0
1,4,57,3,19,2,20
0,4,42,2,21,2,25
0,4,52,4,13,1,24
3,4,146,8,18,20,11
1,4,52,2,26,1,28
1,4,44,2,22,0,14
1,4,139,7,19,3,24
0,4,48,3,16,2,28
2,4,74,5,14,5,32
2,4,168,6,28,8,33
3,4,106,5,21,1,5
0,4,61,4,15,0,14
1,4,87,6,14,3,26
1,4,163,4,40,9,14
3,4,202,14,14,6,10
1,4,39,3,13,1,20
0,4,48,3,16,1,2
2,4,137,3,45,5,24
0,4,37,1,37,0,14
2,4,95,3,31,4,33
1,4,108,6,18,7,32
3,4,192,10,19,7,19
0,4,80,3,26,5,8
2,4,59,5,11,0,30
2,4,94,8,11,3,1
1,4,118,4,29,2,13
0,4,69,2,34,0,18
0,4,15,1,15,2,7
3,4,244,9,27,8,11
2,4,102,4,25,6,20
1,4,64,5,12,5,29
2,4,112,7,16,2,7
1,4,49,4,12,3,24
1,4,37,2,18,0,29
3,4,152,11,13,2,8
1,4,20,2,10,0,2
0,4,20,3,6,2,28
3,4,116,7,16,4,32
2,4,125,4,31,1,9
3,4,256,16,16,4,13
0,4,58,1,58,1,21
2,4,93,8,11,3,2
0,4,64,4,16,2,8
1,4,49,1,49,1,21
1,4,81,3,27,0,34
1,4,72,4,18,2,16
2,4,184,15,12,4,19
0,4,42,2,21,4,15
1,4,103,4,25,1,14
3,4,169,6,28,5,25
1,4,42,1,42,1,31
3,4,166,10,16,5,4
2,4,66,3,22,3,8
3,4,206,8,25,9,19
2,4,116,8,14,7,25
0,4,25,1,25,0,7
1,4,27,3,9,1,2
0,4,43,1,43,3,21
2,4,151,8,18,14,7
2,4,78,3,26,0,4
2,4,137,8,17,6,0
2,4,63,3,21,0,26
1,4,60,6,10,3,31
3,4,207,13,15,4,27
1,4,106,4,26,6,31
2,4,137,9,15,6,11
2,4,87,6,14,0,28
1,4,51,3,17,3,3
2,4,126,5,25,9,26
2,4,131,7,18,9,17
3,4,298,17,17,10,18
2,4,113,4,28,4,32
1,4,46,3,15,2,6
1,4,45,3,15,5,1
0,4,35,3,11,1,30
2,4,160,10,16,5,16
1,4,52,4,13,0,19
3,4,191,9,21,0,1
0,4,13,1,13,0,26
0,4,27,2,13,2,19
1,4,46,2,23,2,14
1,4,43,4,10,2,19
2,4,88,4,22,2,12
1,4,32,1,32,1,17
1,4,43,1,43,0,10
2,4,127,5,25,3,21
0,4,73,5,14,4,3
2,4,122,6,20,10,21
2,4,128,8,16,6,18
1,4,73,2,36,1,7
1,4,125,5,25,4,16
